municipality_code,total_poi_tourist,total_monuments_historiques,total_musees_galeries,total_plages,total_parcs_naturels,total_attractions_modernes,total_sites_randonnee,total_quartiers_culturels
90017,2,1,0,0,0,0,1,0
33538,2,1,0,0,0,0,1,0
71235,2,1,0,0,0,0,1,0
57288,2,1,0,0,0,0,1,0
41140,2,1,0,0,0,0,1,0
69117,2,1,1,0,0,0,0,0
89263,2,1,0,0,0,0,0,0
56252,2,1,0,0,1,0,0,0
12101,2,1,0,0,0,1,0,0
78165,2,1,1,0,0,0,0,0
63258,2,1,1,0,0,0,0,0
03281,2,1,0,0,0,0,0,0
17385,2,1,1,0,0,0,0,0
63245,2,1,1,0,0,0,0,0
84133,2,1,0,0,0,0,0,0
71060,2,1,0,0,0,0,1,0
31074,2,1,0,0,0,0,1,0
03248,2,1,1,0,0,0,0,0
73109,2,1,0,0,0,0,0,0
60192,2,1,0,0,0,0,0,0
57518,2,1,0,0,0,0,0,0
01453,2,1,1,0,0,0,0,0
38056,2,1,1,0,0,0,0,0
23193,2,1,0,0,0,1,0,0
69161,2,1,0,0,0,0,1,0
13049,2,1,0,0,0,0,1,0
31471,2,1,0,0,0,0,1,0
54197,2,1,0,0,0,0,1,0
01125,2,1,0,0,0,0,1,0
59347,2,1,0,0,0,0,0,0
85015,2,1,0,0,1,0,0,0
24540,2,1,1,0,0,0,0,0
56236,2,1,0,0,0,0,0,0
28233,2,1,0,0,0,0,0,0
60477,2,1,0,0,0,1,0,0
69248,2,1,1,0,0,0,0,0
95610,2,1,1,0,0,0,0,0
63123,2,1,0,0,1,0,0,0
36062,2,1,0,1,0,0,0,0
29140,2,1,0,1,0,0,0,0
34206,2,1,0,0,0,0,1,0
63227,2,1,0,0,0,0,1,0
47019,2,1,0,0,0,0,1,0
17328,2,1,0,0,0,0,0,0
18138,2,1,0,0,0,0,0,0
32149,2,1,0,0,0,1,0,0
54208,2,1,0,0,0,0,0,0
63188,2,1,0,0,0,0,0,0
91326,2,1,1,0,0,0,0,0
03195,2,1,1,0,0,0,0,0
67551,2,1,0,0,0,1,0,0
29284,2,1,0,1,0,0,0,0
66225,2,1,0,0,0,0,1,0
53172,2,1,0,0,0,0,1,0
49259,2,1,0,0,0,0,1,0
46201,2,1,0,0,0,0,1,0
71079,2,1,0,0,0,0,1,0
78334,2,1,0,0,1,0,0,0
72006,2,1,0,0,0,1,0,0
78420,2,1,1,0,0,0,0,0
07322,2,1,1,0,0,0,0,0
80284,2,1,0,0,0,0,0,0
61214,2,1,0,0,0,1,0,0
30085,2,1,1,0,0,0,0,0
60104,2,1,1,0,0,0,0,0
94038,2,1,1,0,0,0,0,0
42285,2,1,0,0,0,0,1,0
28227,2,1,0,0,0,1,0,0
50238,2,1,0,1,0,0,0,0
70120,2,1,0,0,0,0,1,0
13009,2,1,0,0,0,0,1,0
04123,2,1,0,0,0,0,1,0
32301,2,1,0,0,0,0,1,0
63021,2,1,0,0,0,0,1,0
56004,2,1,0,0,0,0,1,0
24228,2,1,0,0,0,0,1,0
38530,2,1,0,0,1,0,0,0
78681,2,1,0,0,0,1,0,0
14530,2,1,1,0,0,0,0,0
29037,2,1,0,0,0,0,0,0
32345,2,1,1,0,0,0,0,0
35160,2,1,0,0,0,0,0,0
71109,2,1,0,0,0,0,0,0
30222,2,1,0,0,0,0,1,0
33090,2,1,0,0,0,0,1,0
56015,2,1,0,0,0,0,1,0
41070,2,1,0,0,0,0,1,0
90094,2,1,0,0,0,0,1,0
38432,2,1,0,0,1,0,0,0
81192,2,1,1,0,0,0,0,0
64287,2,1,1,0,0,0,0,0
03280,2,1,0,0,0,0,0,0
43159,2,1,0,0,1,0,0,0
63323,2,1,0,0,0,0,0,0
14365,2,1,0,0,0,1,0,0
21023,2,1,1,0,0,0,0,0
56196,2,1,1,0,0,0,0,0
29252,2,1,0,0,1,0,0,0
26081,2,1,0,0,0,1,0,0
03179,2,1,0,0,1,0,0,0
37006,2,1,0,0,0,0,1,0
26042,2,1,0,0,0,0,1,0
02558,2,1,0,0,0,0,1,0
38339,2,1,0,0,0,0,1,0
37263,2,1,0,0,0,0,0,0
24362,2,1,1,0,0,0,0,0
83139,2,1,1,0,0,0,0,0
32213,2,1,0,0,0,1,0,0
87100,2,1,1,0,0,0,0,0
21114,2,1,1,0,0,0,0,0
23070,2,1,1,0,0,0,0,0
12025,2,1,1,0,0,0,0,0
46251,2,1,1,0,0,0,0,0
01268,2,1,0,0,1,0,0,0
91132,2,1,0,0,1,0,0,0
01088,2,1,0,1,0,0,0,0
37232,2,1,0,0,0,0,1,0
56251,2,1,0,0,0,0,1,0
73249,2,1,0,0,1,0,0,0
27022,2,1,0,0,0,0,0,0
78455,2,1,0,0,0,1,0,0
74200,2,1,1,0,0,0,0,0
33367,2,1,0,0,0,0,0,0
72132,2,1,1,0,0,0,0,0
10064,2,1,1,0,0,0,0,0
24466,2,1,1,0,0,0,0,0
2A300,2,1,1,0,0,0,0,0
56106,2,1,0,0,1,0,0,0
56036,2,1,0,0,0,1,0,0
65370,2,1,0,0,0,1,0,0
12185,2,1,0,1,0,0,0,0
57427,2,1,0,0,0,0,1,0
87040,2,1,0,0,0,0,1,0
41222,2,1,0,0,0,0,1,0
27391,2,1,0,0,0,0,1,0
60048,2,1,0,0,0,0,0,0
73153,2,1,1,0,0,0,0,0
37195,2,1,1,0,0,0,0,0
17110,2,1,1,0,0,0,0,0
38095,2,1,0,0,0,1,0,0
50216,2,1,0,0,1,0,0,0
15258,2,1,0,0,0,0,0,0
22375,2,1,0,0,0,0,0,0
23229,2,1,0,0,0,0,0,0
02304,2,1,1,0,0,0,0,0
74152,2,1,1,0,0,0,0,0
37186,2,1,1,0,0,0,0,0
31554,2,1,0,0,0,0,1,0
19228,2,1,0,0,0,0,1,0
01273,2,1,0,0,0,0,1,0
21111,2,1,0,0,0,0,1,0
25304,2,1,1,0,0,0,0,0
38162,2,1,0,0,0,1,0,0
49211,2,1,0,0,0,0,0,0
31187,2,1,1,0,0,0,0,0
55416,2,1,1,0,0,0,0,0
61165,2,1,0,0,0,0,0,0
86103,2,1,1,0,0,0,0,0
26107,2,1,0,0,0,0,0,0
71089,2,1,0,0,0,0,0,0
14243,2,1,0,0,0,0,0,0
12063,2,1,0,0,0,0,0,0
56070,2,1,0,0,0,0,0,0
31156,2,1,1,0,0,0,0,0
29159,2,1,0,0,0,1,0,0
35266,2,1,0,0,0,0,1,0
38354,2,1,0,0,0,0,1,0
31366,2,1,0,0,0,0,1,0
23069,2,1,1,0,0,0,0,0
49358,2,1,1,0,0,0,0,0
91017,2,1,0,0,0,0,0,0
71422,2,1,0,0,0,0,0,0
24101,2,1,0,0,0,1,0,0
17336,2,1,0,0,0,0,0,0
62356,2,1,0,0,0,1,0,0
78531,2,1,0,0,0,0,0,0
26040,2,1,0,0,1,0,0,0
61407,2,1,1,0,0,0,0,0
38378,2,1,1,0,0,0,0,0
48017,2,1,1,0,0,0,0,0
41147,2,1,1,0,0,0,0,0
44153,2,1,0,0,0,0,0,0
70005,2,1,0,0,0,0,0,0
59112,2,1,0,0,0,0,0,0
80061,2,1,0,0,0,0,0,0
70137,2,1,0,0,0,0,0,0
02093,2,1,1,0,0,0,0,0
26188,3,1,1,0,0,0,1,0
29040,3,1,0,0,0,0,2,0
33121,3,1,0,0,0,0,2,0
25021,3,1,1,0,0,0,1,0
36113,3,1,1,0,0,0,1,0
70104,3,1,0,0,1,0,1,0
03271,3,1,0,0,0,1,0,0
25420,3,1,1,0,0,1,0,0
26301,3,1,0,0,0,0,1,0
33138,3,1,0,0,0,0,2,0
17218,3,1,0,0,1,0,1,0
01043,3,1,1,0,0,1,0,0
29101,3,1,0,0,1,0,0,0
77269,3,1,1,0,0,0,1,0
50409,3,1,0,0,1,0,0,0
48095,3,1,1,0,0,1,0,0
33240,3,1,1,0,0,1,0,0
21271,3,1,2,0,0,0,0,0
30062,3,1,2,0,0,0,0,0
01402,3,1,0,1,0,0,1,0
86004,3,1,1,0,0,0,1,0
44045,3,1,1,0,0,0,0,1
18200,3,1,0,0,0,0,1,0
92026,3,1,1,0,0,1,0,0
29139,3,1,0,0,0,0,0,0
83007,3,1,2,0,0,0,0,0
43091,3,1,0,0,1,1,0,0
13065,3,1,0,0,1,1,0,0
51614,3,1,0,0,2,0,0,0
41198,3,1,0,0,0,2,0,0
13042,3,1,1,0,0,0,1,0
14305,3,1,0,0,0,1,1,0
67043,3,1,1,0,0,0,1,0
86254,3,1,0,0,0,0,1,0
10317,3,1,0,0,0,0,2,0
35228,3,1,0,0,0,1,1,0
63211,3,1,1,0,0,0,0,0
35108,3,1,2,0,0,0,0,0
38065,3,1,0,0,2,0,0,0
44211,3,1,1,1,0,0,0,0
60151,3,1,0,0,0,0,2,0
42159,3,1,0,0,0,1,1,0
34079,3,1,1,0,0,0,1,0
30093,3,1,0,0,0,0,2,0
85081,3,1,0,0,0,0,1,0
43020,3,1,0,0,1,0,1,0
67324,3,1,0,0,0,1,0,0
47209,3,1,1,0,0,1,0,0
55291,3,1,0,0,0,0,0,0
07313,3,1,2,0,0,0,0,0
29166,3,1,0,0,2,0,0,0
39534,3,1,0,1,0,0,0,0
77122,3,1,0,0,0,0,2,0
83081,3,1,0,0,0,1,1,0
33119,3,1,2,0,0,0,0,0
85187,3,1,1,0,0,0,0,0
07201,3,1,1,0,0,1,0,0
95323,3,1,1,0,0,1,0,0
37196,3,1,2,0,0,0,0,0
14437,3,1,0,0,0,1,1,0
04143,3,1,0,0,0,1,1,0
27038,3,1,0,0,0,2,0,0
60509,3,1,1,0,0,1,0,0
57456,3,1,1,0,0,0,0,0
16287,3,1,0,0,0,0,0,0
35196,3,1,1,0,0,0,1,0
53146,3,1,0,0,0,0,2,0
73026,3,1,0,0,0,0,2,0
40273,3,1,0,0,1,0,1,0
03312,3,1,0,0,0,0,1,0
01289,3,1,0,0,1,0,0,0
26058,3,1,1,0,0,1,0,0
14020,3,1,1,0,0,0,0,0
66106,3,1,2,0,0,0,0,0
74013,3,1,0,2,0,0,0,0
37270,3,1,0,0,0,0,2,0
14045,3,1,0,0,2,0,0,0
71371,3,1,0,0,0,0,0,0
27684,3,1,1,0,0,0,0,0
62001,3,1,1,0,0,0,0,0
43002,3,1,0,0,2,0,0,0
43135,3,1,1,1,0,0,0,0
73181,3,1,1,0,0,0,1,0
01380,3,1,0,0,0,0,1,0
38423,3,1,1,0,0,0,1,0
11015,3,1,1,0,0,0,1,0
71249,3,1,0,0,0,0,1,0
35052,3,1,0,0,0,0,1,0
31417,3,1,1,0,0,0,1,0
13041,3,1,1,0,0,1,0,0
04019,3,1,1,0,0,1,0,0
42207,3,1,2,0,0,0,0,0
78335,3,1,0,0,1,0,1,0
78384,3,1,1,0,0,0,1,0
56203,3,1,1,0,0,0,1,0
63309,3,1,1,0,0,0,1,0
17168,3,1,1,0,1,0,0,0
86263,3,1,0,0,0,1,1,0
78601,3,1,0,0,0,1,1,0
22224,3,1,0,1,0,0,1,0
30028,3,1,1,0,0,0,1,0
21485,3,1,0,0,0,0,2,0
26377,3,1,0,0,0,2,0,0
03138,3,1,1,0,1,0,0,0
11145,3,1,0,1,0,0,0,1
47100,3,1,0,0,0,0,2,0
38190,3,1,1,0,0,0,1,0
38479,3,1,0,0,1,0,0,0
69244,3,1,1,0,0,1,0,0
34240,3,1,0,0,0,2,0,0
18011,3,1,1,0,1,0,0,0
37156,3,1,1,0,1,0,0,0
49026,3,1,1,0,0,0,1,0
95607,3,1,0,0,0,1,1,0
74043,3,1,0,0,2,0,0,0
17280,3,1,1,0,0,0,0,0
59024,3,1,0,0,1,0,1,0
72334,3,1,0,1,0,0,0,0
29215,3,1,0,1,0,0,0,0
56076,3,1,0,0,0,0,1,0
64250,3,1,0,0,0,1,1,0
57561,3,1,0,0,1,0,1,0
43224,3,1,2,0,0,0,0,0
17353,3,1,0,0,0,1,0,0
21678,3,1,0,0,0,1,0,0
63295,3,1,0,0,0,0,1,0
21241,3,1,0,0,0,0,0,0
53258,3,1,0,0,0,2,0,0
26146,3,1,2,0,0,0,0,0
35136,3,1,0,0,0,2,0,0
66190,3,1,0,0,1,0,0,0
58106,3,1,1,0,0,1,0,0
01305,3,1,1,0,0,0,1,0
95566,3,1,0,0,0,0,1,0
45286,3,1,0,0,0,2,0,0
67165,3,1,1,0,1,0,0,0
14046,3,1,0,0,2,0,0,0
12220,3,1,0,0,0,1,0,0
51564,3,1,0,0,2,0,0,0
06059,3,1,0,1,1,0,0,0
58146,3,1,1,0,0,0,1,0
27114,3,1,0,0,0,0,2,0
30117,3,1,0,0,0,0,2,0
14515,3,1,0,0,0,1,1,0
63031,3,1,0,0,0,0,2,0
07240,3,1,0,0,0,0,2,0
76123,3,1,0,0,0,1,0,0
33249,3,1,2,0,0,0,0,0
46189,3,1,0,0,2,0,0,0
28209,3,1,2,0,0,0,0,0
59210,3,1,2,0,0,0,0,0
31157,3,1,1,0,1,0,0,0
64005,3,1,0,0,0,0,2,0
69100,3,1,2,0,0,0,0,0
95052,3,1,0,0,0,1,1,0
34095,3,1,0,0,0,1,1,0
47148,3,1,0,0,0,0,1,0
35241,3,1,1,0,0,1,0,0
69277,3,1,2,0,0,0,0,0
24376,3,1,1,0,0,1,0,0
78672,3,1,0,0,0,1,0,1
28373,3,1,0,0,0,1,0,0
29209,3,1,2,0,0,0,0,0
34028,3,1,2,0,0,0,0,0
06077,3,1,2,0,0,0,0,0
56085,3,1,0,1,1,0,0,0
23029,3,1,0,1,0,0,1,0
17323,3,1,0,1,0,0,1,0
30269,3,1,1,0,0,0,1,0
01207,3,1,0,0,1,0,1,0
91122,3,1,2,0,0,0,0,0
77058,3,1,0,0,1,1,0,0
56094,3,1,0,0,0,0,1,0
79270,3,1,1,0,0,1,0,0
25427,3,1,0,0,0,0,0,0
37154,3,1,0,0,0,1,1,0
44033,3,1,1,0,0,0,1,0
73176,3,1,0,0,0,1,1,0
53153,3,1,0,0,0,1,0,0
17275,3,1,0,0,0,0,0,0
30350,3,1,1,0,0,1,0,0
56263,3,1,2,0,0,0,0,0
30241,3,1,0,0,0,2,0,0
2A348,3,1,0,0,0,1,1,0
07080,3,1,0,0,0,1,1,0
04186,3,1,0,0,0,0,2,0
49182,3,1,1,0,0,0,0,0
33160,3,1,2,0,0,0,0,0
21425,3,1,2,0,0,0,0,0
63198,3,1,0,0,1,0,1,0
65021,3,1,0,0,1,0,1,0
24269,3,1,1,0,0,0,1,0
02680,3,1,0,0,0,1,0,0
29027,3,1,0,0,0,0,0,0
45331,3,1,0,0,0,0,2,0
08311,3,1,1,0,0,0,1,0
59592,3,1,0,0,0,1,1,0
73171,3,1,1,0,0,0,0,0
14225,3,1,0,0,0,1,0,1
16150,3,1,0,0,2,0,0,0
29163,3,1,0,0,0,0,0,0
29227,3,1,0,0,0,0,0,0
22182,3,1,0,0,0,0,0,0
11302,3,1,0,0,0,0,0,0
56179,3,1,1,0,0,1,0,0
41241,3,1,0,0,0,0,2,0
49347,3,1,0,0,0,1,1,0
11361,3,1,0,0,0,0,1,0
61195,3,1,0,0,0,0,0,0
37178,3,1,1,0,0,1,0,0
31451,3,1,1,0,0,0,1,0
14228,3,1,1,0,0,1,0,0
43195,3,1,0,1,1,0,0,0
78217,3,1,0,0,1,0,1,0
38074,3,1,0,0,2,0,0,0
04106,3,1,1,0,0,0,0,0
23096,3,1,1,0,0,1,0,0
25463,3,1,0,1,1,0,0,0
63417,3,1,0,0,0,0,2,0
38347,3,1,0,0,0,0,1,0
39579,3,1,0,0,0,0,1,0
71101,3,1,0,0,1,0,1,0
40131,3,1,1,0,0,0,1,0
83121,3,1,1,0,0,1,0,0
37248,3,1,1,0,1,0,0,0
73149,3,1,0,0,2,0,0,0
95539,3,1,1,0,0,1,0,0
95060,3,1,0,0,0,0,2,0
71331,3,1,0,0,1,0,0,0
43112,3,1,1,1,0,0,0,0
03158,3,1,0,0,0,0,1,0
18165,3,1,1,0,1,0,0,0
06130,3,1,0,0,0,0,1,0
16238,3,1,0,0,0,0,2,0
79123,3,1,0,0,0,0,2,0
09218,3,1,0,0,0,0,2,0
87064,3,1,1,0,0,0,1,0
64277,3,1,2,0,0,0,0,0
46144,3,1,1,1,0,0,0,0
34069,3,1,0,0,0,0,2,0
34217,3,1,0,0,0,0,1,0
86167,3,1,1,0,0,0,1,0
86207,3,1,0,0,0,2,0,0
53255,3,1,0,0,0,0,0,0
95392,3,1,1,0,1,0,0,0
06066,3,1,1,0,0,0,1,0
78128,3,1,1,0,1,0,0,0
89464,3,1,1,0,1,0,0,0
21314,3,1,0,0,0,0,2,0
18190,3,1,0,0,0,0,2,0
44081,3,1,0,0,0,1,1,0
14061,3,1,0,0,0,2,0,0
29141,3,1,1,0,0,0,0,0
14162,3,1,1,0,0,1,0,0
02307,3,1,1,0,0,0,0,0
42150,3,1,0,0,0,0,2,0
74229,3,1,0,0,2,0,0,0
73001,3,1,0,1,0,0,1,0
77055,3,1,0,0,0,0,1,0
24455,3,1,1,0,0,0,0,0
65195,3,1,0,0,0,2,0,0
03118,3,1,1,0,0,1,0,0
64160,3,1,1,0,0,0,1,0
01033,3,1,1,0,0,0,1,0
58244,3,1,0,0,0,0,0,0
33200,3,1,1,0,1,0,0,0
76497,3,1,0,0,1,0,0,0
15138,3,1,1,0,1,0,0,0
07184,3,1,2,0,0,0,0,0
78590,3,1,0,0,1,0,1,0
40119,3,1,0,0,0,0,2,0
44052,3,1,1,0,0,0,1,0
78321,3,1,1,0,0,0,1,0
41106,3,1,0,0,0,1,1,0
73010,3,1,0,0,2,0,0,0
60175,3,1,2,0,0,0,0,0
73212,3,1,0,0,0,0,2,0
76378,3,1,0,0,0,1,1,0
32032,3,1,0,0,0,0,2,0
44104,3,1,0,0,1,0,1,0
45188,3,1,1,0,0,1,0,0
60213,3,1,0,0,0,1,0,0
94004,3,1,0,0,0,0,0,0
36171,3,1,1,0,1,0,0,0
14086,3,1,0,0,2,0,0,0
67448,3,1,1,0,0,1,0,0
22054,3,1,0,1,0,0,0,1
84065,3,1,1,0,0,0,1,0
01145,3,1,0,0,0,0,2,0
11303,3,1,1,0,0,0,1,0
03047,3,1,0,0,0,0,1,0
03041,3,1,0,0,2,0,0,0
17184,3,1,0,0,1,0,0,0
29274,3,1,0,0,0,0,0,0
07076,3,1,2,0,0,0,0,0
62014,3,1,0,0,1,0,1,0
74003,3,1,1,0,0,0,1,0
68226,3,1,0,0,0,1,1,0
19117,3,1,1,0,0,0,1,0
22046,3,1,1,0,0,0,0,0
22163,3,1,0,0,0,0,0,0
74220,3,1,0,0,1,1,0,0
69067,3,1,1,0,0,1,0,0
74242,3,1,0,1,1,0,0,0
35126,3,1,0,0,0,1,1,0
28080,3,1,0,0,0,0,0,0
43239,3,1,0,0,2,0,0,0
67239,3,1,0,0,0,2,0,0
93032,3,1,1,0,0,0,1,0
86095,3,1,1,0,0,0,1,0
78092,3,1,1,0,0,1,0,0
38317,3,1,2,0,0,0,0,0
65025,3,1,1,0,0,1,0,0
36207,3,1,0,1,0,0,1,0
34246,3,1,2,0,0,0,0,0
35184,3,1,0,0,0,1,0,0
09185,3,1,1,0,1,0,0,0
17034,3,1,0,0,0,0,0,0
29075,3,1,0,1,1,0,0,0
17461,3,1,1,1,0,0,0,0
07292,3,1,1,0,0,0,1,0
38553,3,1,1,0,0,1,0,0
89025,3,1,2,0,0,0,0,0
54300,3,1,0,0,0,0,2,0
33355,3,1,1,0,0,0,1,0
33067,3,1,1,0,0,0,1,0
29184,3,1,1,0,0,0,0,0
25411,3,1,2,0,0,0,0,0
15153,3,1,0,1,0,0,1,0
79217,3,1,0,0,0,0,2,0
01007,3,1,0,0,0,0,2,0
46127,3,1,0,0,0,1,1,0
73040,3,1,0,0,0,0,2,0
36180,3,1,0,0,0,0,0,0
71433,3,1,0,0,0,0,0,0
22033,3,1,0,0,0,0,0,0
67152,3,1,1,0,0,1,0,0
63063,3,1,1,0,0,0,1,0
38381,3,1,0,0,1,0,1,0
31336,3,1,2,0,0,0,0,0
03095,3,1,2,0,0,0,0,0
22004,3,1,0,0,0,2,0,0
58096,3,1,0,0,0,0,2,0
86158,3,1,1,0,0,0,1,0
55351,3,1,1,0,0,1,0,0
42095,3,1,2,0,0,0,0,0
71351,3,1,1,0,1,0,0,0
64068,3,1,0,0,0,1,1,0
84124,3,1,0,0,0,1,1,0
01163,3,1,0,0,0,0,1,0
10080,3,1,0,0,0,1,1,0
07161,3,1,0,0,0,0,2,0
06033,3,1,2,0,0,0,0,0
59163,3,1,2,0,0,0,0,0
84105,3,1,0,0,1,0,0,0
49167,4,1,0,1,0,1,1,0
38200,4,1,1,0,1,0,1,0
37214,4,1,0,0,1,1,0,0
17484,4,1,1,1,0,0,1,0
03082,4,1,0,0,0,0,3,0
51282,4,1,0,0,1,2,0,0
38563,4,1,2,0,0,0,0,0
01192,4,1,1,0,2,0,0,0
03321,4,1,1,1,0,0,1,0
17318,4,1,1,1,1,0,0,0
87126,4,1,2,0,1,0,0,0
35031,4,1,0,0,1,0,0,0
34261,4,1,1,0,1,0,1,0
39013,4,1,2,0,1,0,0,0
34078,4,1,1,0,0,0,2,0
09295,4,1,0,0,0,0,3,0
40268,4,1,0,0,3,0,0,0
07316,4,1,2,0,0,1,0,0
72003,4,1,3,0,0,0,0,0
07207,4,1,2,0,0,1,0,0
35123,4,1,0,0,0,0,3,0
91589,4,1,3,0,0,0,0,0
73213,4,1,0,0,3,0,0,0
01283,4,1,1,0,1,0,0,0
26295,4,1,0,0,0,0,1,0
24551,4,1,2,0,0,1,0,0
38073,4,1,0,0,0,0,3,0
64291,4,1,0,0,0,0,3,0
59586,4,1,1,0,0,0,2,0
36016,4,1,0,0,0,1,0,0
41050,4,1,1,0,0,1,0,0
74153,4,1,2,0,0,0,1,0
92007,4,1,3,0,0,0,0,0
07286,4,1,2,1,0,0,0,0
38450,4,1,0,0,1,2,0,0
26113,4,1,2,0,0,1,0,0
49267,4,1,2,0,1,0,0,0
83065,4,1,0,1,0,2,0,0
73303,4,1,0,0,2,0,1,0
33544,4,1,1,0,0,0,1,0
92072,4,1,2,0,0,0,0,1
26125,4,1,1,0,0,0,2,0
64547,4,1,1,0,0,0,1,0
26332,4,1,1,0,0,0,2,0
69092,4,1,1,0,0,0,0,0
57221,4,1,2,0,0,1,0,0
49015,4,1,0,0,0,1,1,0
36168,4,1,3,0,0,0,0,0
63083,4,1,0,0,0,0,2,0
26347,4,1,3,0,0,0,0,0
29038,4,1,1,0,0,0,1,0
34143,4,1,1,0,1,0,1,0
23254,4,1,0,0,0,1,0,0
11049,4,1,2,0,0,0,1,0
01272,4,1,0,0,1,0,1,0
95572,4,1,1,0,0,1,1,0
87002,4,1,1,0,0,0,2,0
92019,4,1,2,0,0,1,0,0
86140,4,1,2,0,0,0,0,0
28061,4,1,0,0,0,2,0,0
78616,4,1,0,0,0,3,0,0
33075,4,1,0,1,1,0,1,0
43051,4,1,0,1,0,1,1,0
91228,4,1,3,0,0,0,0,0
62893,4,1,1,1,0,1,0,0
53140,4,1,0,0,0,1,2,0
93070,4,1,1,0,0,1,1,0
56089,4,1,0,0,0,0,0,0
45155,4,1,2,0,0,1,0,0
41047,4,1,1,0,0,2,0,0
07113,4,1,1,1,1,0,0,0
80620,4,1,1,0,0,0,2,0
57210,4,1,0,0,0,0,3,0
93055,4,1,2,0,0,1,0,0
94022,4,1,1,0,1,1,0,0
39230,4,1,0,1,0,1,1,0
73116,4,1,0,0,0,0,2,0
58303,4,1,0,0,0,1,1,0
26207,4,1,0,0,0,0,0,0
74016,4,1,0,0,0,1,2,0
88319,4,1,0,0,0,0,1,0
81163,4,1,2,0,0,0,1,0
34123,4,1,1,0,0,2,0,0
35068,4,1,0,0,0,2,0,0
91200,4,1,1,0,0,0,0,0
83057,4,1,0,0,0,3,0,0
76164,4,1,2,0,0,0,0,0
35207,4,1,2,0,0,0,0,0
83011,4,1,3,0,0,0,0,0
14370,4,1,2,0,0,0,0,0
06119,4,1,0,0,1,0,2,0
85277,4,1,0,0,0,0,2,0
70561,4,1,0,0,0,0,1,0
07019,4,1,1,0,0,2,0,0
89447,4,1,0,0,0,0,3,0
91691,4,1,2,0,0,0,1,0
25447,4,1,0,0,2,0,1,0
09211,4,1,1,0,1,0,1,0
12214,4,1,0,0,2,0,1,0
85082,4,1,0,0,0,3,0,0
91223,4,1,1,0,1,1,0,0
38412,4,1,0,0,1,1,1,0
34151,4,1,2,0,0,0,1,0
45208,4,1,2,0,0,0,1,0
48096,4,1,0,0,1,1,0,0
54431,4,1,2,0,0,1,0,0
22218,4,1,0,1,0,0,2,0
13088,4,1,0,0,0,0,3,0
10401,4,1,0,0,1,1,0,0
22179,4,1,0,0,0,2,1,0
59238,4,1,0,0,1,0,1,0
24547,4,1,2,0,0,0,1,0
64040,4,1,1,0,0,0,2,0
12013,4,1,2,0,0,0,0,0
15027,4,1,2,0,0,0,1,0
91347,4,1,0,0,0,0,3,0
78030,4,1,0,0,2,0,0,0
74105,4,1,1,0,1,1,0,0
29076,4,1,0,0,0,3,0,0
53097,4,1,1,0,0,2,0,0
06030,4,1,3,0,0,0,0,0
89446,4,1,1,0,2,0,0,0
85143,4,1,0,0,0,2,0,0
77302,4,1,0,0,0,0,1,0
74305,4,1,2,0,0,0,0,0
54273,4,1,1,0,1,1,0,0
85065,4,1,0,0,0,0,3,0
84092,4,1,1,0,0,1,1,0
77350,4,1,1,0,0,2,0,0
92044,4,1,2,0,0,1,0,0
74173,4,1,0,0,0,2,1,0
06162,4,1,1,0,1,0,1,0
13011,4,1,1,0,0,1,1,0
39154,4,1,1,0,0,0,2,0
56127,4,1,1,0,0,0,1,0
68231,4,1,2,0,1,0,0,0
13084,4,1,0,0,0,0,3,0
40282,4,1,2,0,0,0,1,0
63163,4,1,0,0,0,0,3,0
38446,4,1,0,0,3,0,0,0
77243,4,1,3,0,0,0,0,0
04209,4,1,3,0,0,0,0,0
33312,4,1,0,0,0,0,3,0
71310,4,1,0,0,0,0,3,0
44010,4,1,1,2,0,0,0,0
81140,4,1,0,0,0,0,3,0
17197,4,1,0,0,0,2,0,0
38422,4,1,0,0,0,1,2,0
85144,4,1,0,0,0,0,2,0
29220,4,1,0,0,0,2,0,0
60700,4,1,1,1,0,0,0,0
84129,4,1,1,0,0,0,2,0
45082,4,1,1,0,0,0,1,0
70283,4,1,3,0,0,0,0,0
32132,4,1,1,0,0,2,0,0
22282,4,1,0,2,0,1,0,0
29072,4,1,1,1,0,0,1,0
35337,4,1,2,0,0,0,1,0
29081,4,1,1,0,0,0,1,0
35095,4,1,2,0,0,1,0,0
13071,4,1,1,0,0,2,0,0
33001,4,1,0,0,0,0,2,0
21412,4,1,0,0,0,0,0,0
01081,4,1,0,0,2,0,1,0
24553,4,1,1,0,0,0,2,0
09042,4,1,0,0,0,1,2,0
45284,4,1,3,0,0,0,0,0
35263,4,1,0,3,0,0,0,0
53003,4,1,1,0,0,1,1,0
72175,4,1,0,0,1,0,1,0
46271,4,1,2,0,0,1,0,0
16223,4,1,1,0,1,0,1,0
73135,4,1,0,0,0,0,3,0
38158,4,1,1,0,0,0,2,0
78117,4,1,0,0,0,2,0,0
64038,4,1,1,0,1,1,0,0
44087,4,1,1,0,0,1,0,0
01058,4,1,0,0,2,0,0,0
94018,4,1,1,0,0,0,0,2
78190,5,1,2,0,0,0,2,0
01116,5,1,0,0,3,0,1,0
30003,5,1,1,0,1,0,1,1
01260,5,1,0,0,0,0,4,0
39397,5,1,0,1,0,0,1,1
73132,5,1,1,0,0,0,3,0
91471,5,1,1,0,1,0,1,0
77083,5,1,1,0,1,0,1,0
56090,5,1,2,0,0,0,1,0
24372,5,1,1,0,0,0,3,0
69155,5,1,1,0,0,0,2,0
